Site,End_Date,Period,StatVar,value
dcid:geoId/04,2021-03-25,P3D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,538
dcid:geoId/06,2021-03-29,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,620
dcid:geoId/08,2021-03-24,P3D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,540
dcid:geoId/09,2021-04-04,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,538
dcid:geoId/11,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,496
dcid:geoId/10,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,715
dcid:geoId/12,2021-03-26,P4D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,597
dcid:geoId/13,2021-04-01,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,565
dcid:geoId/15,2021-04-03,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,483
dcid:geoId/19,2021-04-03,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,567
dcid:geoId/16,2021-04-03,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,490
dcid:geoId/17,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,556
dcid:geoId/18,2021-03-30,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,121
dcid:geoId/20,2021-03-27,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,526
dcid:geoId/21,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,545
dcid:geoId/22,2021-04-03,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,510
dcid:geoId/25,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,539
dcid:geoId/24,2021-03-31,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,404
dcid:geoId/23,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,214
dcid:geoId/26,2021-04-04,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,464
dcid:geoId/27,2021-03-29,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,516
dcid:geoId/29,2021-03-31,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,505
dcid:geoId/28,2021-04-04,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,545
dcid:geoId/30,2021-04-02,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,212
dcid:geoId/37,2021-03-31,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,572
dcid:geoId/38,2021-04-02,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,19
dcid:geoId/31,2021-04-01,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,563
dcid:geoId/33,2021-03-30,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,538
dcid:geoId/34,2021-03-31,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,378
dcid:geoId/35,2021-04-03,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,513
dcid:geoId/32,2021-03-30,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,566
dcid:geoId/36,2021-04-03,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,617
dcid:geoId/39,2021-03-30,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,644
dcid:geoId/40,2021-03-26,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,529
dcid:geoId/41,2021-03-31,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,546
dcid:geoId/42,2021-04-04,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,682
dcid:geoId/72,2021-03-30,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,508
dcid:geoId/44,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,412
dcid:geoId/45,2021-04-01,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,574
dcid:geoId/46,2021-04-02,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,186
dcid:geoId/47,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,646
dcid:geoId/48,2021-04-01,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,394
dcid:geoId/49,2021-03-30,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,453
dcid:geoId/51,2021-03-31,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,358
dcid:geoId/50,2021-04-03,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,184
dcid:geoId/53,2021-03-31,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,582
dcid:geoId/55,2021-04-02,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,500
dcid:geoId/54,2021-04-03,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,469
dcid:geoId/56,2021-04-02,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,298
dcid:country/USA,2021-04-04,P20D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,24781
dcid:geoId/02,2021-04-15,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,543
dcid:geoId/01,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,669
dcid:geoId/05,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,543
dcid:geoId/04,2021-04-08,P3D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,585
dcid:geoId/06,2021-04-09,P4D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,597
dcid:geoId/08,2021-04-16,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,537
dcid:geoId/09,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,536
dcid:geoId/11,2021-04-10,P5D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,516
dcid:geoId/10,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,540
dcid:geoId/12,2021-04-12,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,576
dcid:geoId/13,2021-04-07,P2D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,542
dcid:geoId/15,2021-04-18,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,511
dcid:geoId/19,2021-04-16,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,524
dcid:geoId/16,2021-04-16,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,488
dcid:geoId/17,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,495
dcid:geoId/18,2021-04-14,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,213
dcid:geoId/20,2021-04-13,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,536
dcid:geoId/21,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,577
dcid:geoId/22,2021-04-17,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,551
dcid:geoId/25,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,552
dcid:geoId/24,2021-04-15,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,500
dcid:geoId/23,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,233
dcid:geoId/26,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,482
dcid:geoId/27,2021-04-16,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,519
dcid:geoId/29,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,592
dcid:geoId/28,2021-04-14,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,553
dcid:geoId/30,2021-04-16,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,109
dcid:geoId/37,2021-04-14,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,560
dcid:geoId/38,2021-04-16,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,13
dcid:geoId/31,2021-04-16,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,517
dcid:geoId/33,2021-04-08,P3D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,540
dcid:geoId/34,2021-04-15,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,454
dcid:geoId/35,2021-04-17,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,538
dcid:geoId/32,2021-04-16,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,536
dcid:geoId/36,2021-04-17,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,577
dcid:geoId/39,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,708
dcid:geoId/40,2021-04-09,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,511
dcid:geoId/41,2021-04-14,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,545
dcid:geoId/42,2021-04-18,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,617
dcid:geoId/72,2021-04-13,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,520
dcid:geoId/44,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,430
dcid:geoId/45,2021-04-15,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,569
dcid:geoId/46,2021-04-16,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,73
dcid:geoId/47,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,578
dcid:geoId/48,2021-04-15,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,395
dcid:geoId/49,2021-04-12,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,457
dcid:geoId/51,2021-04-15,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,419
dcid:geoId/50,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,232
dcid:geoId/53,2021-04-15,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,550
dcid:geoId/55,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,541
dcid:geoId/54,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,449
dcid:geoId/56,2021-04-17,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,462
dcid:country/USA,2021-04-18,P20D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,24890
dcid:geoId/02,2021-04-30,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,527
dcid:geoId/01,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,717
dcid:geoId/05,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,513
dcid:geoId/04,2021-04-23,P4D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,556
dcid:geoId/06,2021-04-24,P5D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,627
dcid:geoId/08,2021-04-23,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,557
dcid:geoId/09,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,532
dcid:geoId/11,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,513
dcid:geoId/10,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,433
dcid:geoId/12,2021-04-26,P6D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,581
dcid:geoId/13,2021-04-21,P2D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,520
dcid:geoId/15,2021-05-01,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,366
dcid:geoId/19,2021-04-30,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,607
dcid:geoId/16,2021-05-01,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,511
dcid:geoId/17,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,534
dcid:geoId/18,2021-04-28,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,212
dcid:geoId/20,2021-04-24,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,536
dcid:geoId/21,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,513
dcid:geoId/22,2021-05-01,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,523
dcid:geoId/25,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,526
dcid:geoId/24,2021-04-29,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,431
dcid:geoId/23,2021-05-01,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,247
dcid:geoId/26,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,448
dcid:geoId/27,2021-04-29,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,543
dcid:geoId/29,2021-04-28,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,515
dcid:geoId/28,2021-04-30,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,512
dcid:geoId/30,2021-05-01,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,242
dcid:geoId/37,2021-04-28,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,542
dcid:geoId/38,2021-04-30,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,9
dcid:geoId/31,2021-05-01,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,520
dcid:geoId/33,2021-04-28,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,573
dcid:geoId/34,2021-04-29,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,338
dcid:geoId/35,2021-05-01,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,521
dcid:geoId/32,2021-04-26,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,539
dcid:geoId/36,2021-04-30,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,576
dcid:geoId/39,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,735
dcid:geoId/40,2021-04-23,P6D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,546
dcid:geoId/41,2021-04-29,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,536
dcid:geoId/42,2021-04-30,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,488
dcid:geoId/72,2021-04-29,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,531
dcid:geoId/44,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,384
dcid:geoId/45,2021-04-29,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,501
dcid:geoId/46,2021-04-30,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,80
dcid:geoId/47,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,533
dcid:geoId/48,2021-04-29,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,289
dcid:geoId/49,2021-04-26,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,478
dcid:geoId/51,2021-04-29,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,338
dcid:geoId/50,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,226
dcid:geoId/53,2021-04-30,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,537
dcid:geoId/55,2021-04-26,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,520
dcid:geoId/54,2021-05-02,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,392
dcid:geoId/56,2021-05-01,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,517
dcid:country/USA,2021-05-02,P20D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,24060
dcid:geoId/02,2021-05-15,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,513
dcid:geoId/01,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,626
dcid:geoId/05,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,515
dcid:geoId/04,2021-05-10,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,573
dcid:geoId/06,2021-05-10,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,576
dcid:geoId/08,2021-05-12,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,574
dcid:geoId/09,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,528
dcid:geoId/11,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,546
dcid:geoId/10,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,592
dcid:geoId/12,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,520
dcid:geoId/13,2021-05-10,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,567
dcid:geoId/15,2021-05-15,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,423
dcid:geoId/19,2021-05-14,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,427
dcid:geoId/16,2021-05-15,P19D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,521
dcid:geoId/17,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,547
dcid:geoId/18,2021-05-13,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,139
dcid:geoId/20,2021-05-13,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,559
dcid:geoId/21,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,584
dcid:geoId/22,2021-05-13,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,554
dcid:geoId/25,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,530
dcid:geoId/24,2021-05-13,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,577
dcid:geoId/23,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,210
dcid:geoId/26,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,498
dcid:geoId/27,2021-05-13,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,524
dcid:geoId/29,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,570
dcid:geoId/28,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,521
dcid:geoId/30,2021-05-14,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,249
dcid:geoId/37,2021-05-12,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,557
dcid:geoId/38,2021-05-13,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,8
dcid:geoId/31,2021-05-15,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,568
dcid:geoId/33,2021-05-11,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,598
dcid:geoId/34,2021-05-13,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,596
dcid:geoId/35,2021-05-15,P15D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,515
dcid:geoId/32,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,579
dcid:geoId/36,2021-05-15,P17D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,538
dcid:geoId/39,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,674
dcid:geoId/40,2021-05-07,P5D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,532
dcid:geoId/41,2021-05-12,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,566
dcid:geoId/42,2021-05-16,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,621
dcid:geoId/72,2021-05-11,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,527
dcid:geoId/44,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,387
dcid:geoId/45,2021-05-13,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,501
dcid:geoId/46,2021-05-14,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,77
dcid:geoId/47,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,593
dcid:geoId/48,2021-05-13,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,347
dcid:geoId/49,2021-05-11,P8D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,519
dcid:geoId/51,2021-05-13,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,557
dcid:geoId/50,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,182
dcid:geoId/53,2021-05-15,P19D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,561
dcid:geoId/55,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,529
dcid:geoId/54,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,583
dcid:geoId/56,2021-05-15,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,309
dcid:country/USA,2021-05-16,P20D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,25060
dcid:geoId/02,2021-05-29,P19D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,507
dcid:geoId/01,2021-05-30,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,633
dcid:geoId/05,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,530
dcid:geoId/04,2021-05-20,P3D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,576
dcid:geoId/06,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,598
dcid:geoId/08,2021-05-27,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,567
dcid:geoId/09,2021-05-30,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,492
dcid:geoId/11,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,495
dcid:geoId/10,2021-05-28,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,297
dcid:geoId/12,2021-05-28,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,601
dcid:geoId/13,2021-05-24,P7D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,570
dcid:geoId/15,2021-05-29,P18D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,500
dcid:geoId/19,2021-05-27,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,405
dcid:geoId/16,2021-05-29,P16D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,492
dcid:geoId/17,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,519
dcid:geoId/18,2021-05-26,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,232
dcid:geoId/20,2021-05-27,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,550
dcid:geoId/21,2021-05-28,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,588
dcid:geoId/22,2021-05-27,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,482
dcid:geoId/25,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,540
dcid:geoId/24,2021-05-27,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,434
dcid:geoId/23,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,234
dcid:geoId/26,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,494
dcid:geoId/27,2021-05-22,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,535
dcid:geoId/29,2021-05-26,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,540
dcid:geoId/28,2021-05-30,P13D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,521
dcid:geoId/30,2021-05-26,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,190
dcid:geoId/37,2021-05-29,P12D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,582
dcid:geoId/38,2021-05-28,P11D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,15
dcid:geoId/31,2021-05-27,P10D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,564
dcid:geoId/33,2021-05-26,P9D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,534
dcid:geoId/34,2021-05-27,P14D,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,485
