Site,End_Date,Period,StatVar,value
dcid:geoId/17,2020-10-01,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.94
dcid:geoId/18,2020-10-07,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.97
dcid:geoId/20,2020-10-08,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.37
dcid:geoId/21,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.88
dcid:geoId/22,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.15
dcid:geoId/25,2020-10-01,P6D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.29
dcid:geoId/24,2020-10-05,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.48
dcid:geoId/23,2020-10-08,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,0.57
dcid:geoId/26,2020-10-02,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.91
dcid:geoId/27,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.38
dcid:geoId/29,2020-10-02,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.86
dcid:geoId/28,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.94
dcid:geoId/30,2020-10-08,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.61
dcid:geoId/37,2020-10-02,P9D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.49
dcid:geoId/38,2020-10-05,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-10-07,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.87
dcid:geoId/33,2020-10-01,P6D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.19
dcid:geoId/34,2020-10-07,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.27
dcid:geoId/35,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.75
dcid:geoId/32,2020-09-26,P3D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.45
dcid:geoId/36,2020-10-07,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,24.24
dcid:geoId/39,2020-10-08,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.45
dcid:geoId/40,2020-09-29,P6D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.15
dcid:geoId/41,2020-10-07,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.03
dcid:geoId/42,2020-10-05,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.95
dcid:geoId/72,2020-09-28,P7D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.17
dcid:geoId/44,2020-10-08,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.37
dcid:geoId/45,2020-10-07,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.3
dcid:geoId/46,2020-10-04,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-10-07,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.59
dcid:geoId/48,2020-10-05,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.07
dcid:geoId/49,2020-10-07,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.35
dcid:geoId/51,2020-10-05,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.66
dcid:geoId/50,2020-10-08,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.4
dcid:geoId/53,2020-10-08,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.82
dcid:geoId/55,2020-10-06,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.1
dcid:geoId/54,2020-10-08,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.26
dcid:geoId/56,2020-10-07,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-10-08,P18D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.06
dcid:geoId/02,2020-10-21,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.05
dcid:geoId/01,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.5
dcid:geoId/05,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.68
dcid:geoId/04,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.81
dcid:geoId/06,2020-10-13,P5D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.58
dcid:geoId/08,2020-10-19,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.06
dcid:geoId/09,2020-10-13,P5D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.8
dcid:geoId/11,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.44
dcid:geoId/10,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.78
dcid:geoId/12,2020-10-09,P1D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.3
dcid:geoId/13,2020-10-13,P7D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,10.01
dcid:geoId/15,2020-10-22,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.23
dcid:geoId/19,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.66
dcid:geoId/16,2020-10-21,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.53
dcid:geoId/17,2020-10-13,P6D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.2
dcid:geoId/18,2020-10-20,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.75
dcid:geoId/20,2020-10-22,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.83
dcid:geoId/21,2020-10-16,P9D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.13
dcid:geoId/22,2020-10-19,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.37
dcid:geoId/25,2020-10-13,P4D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.25
dcid:geoId/24,2020-10-21,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.94
dcid:geoId/23,2020-10-22,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.71
dcid:geoId/26,2020-10-16,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.73
dcid:geoId/27,2020-10-22,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.33
dcid:geoId/29,2020-10-15,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.43
dcid:geoId/28,2020-10-20,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.99
dcid:geoId/30,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.85
dcid:geoId/37,2020-10-19,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.66
dcid:geoId/38,2020-10-16,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.86
dcid:geoId/33,2020-10-15,P6D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.94
dcid:geoId/34,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.53
dcid:geoId/35,2020-10-20,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.98
dcid:geoId/32,2020-10-16,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.43
dcid:geoId/36,2020-10-21,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,15.43
dcid:geoId/39,2020-10-22,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.08
dcid:geoId/40,2020-10-14,P7D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.06
dcid:geoId/41,2020-10-19,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.73
dcid:geoId/42,2020-10-21,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.61
dcid:geoId/72,2020-10-13,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.59
dcid:geoId/44,2020-10-22,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,1.49
dcid:geoId/45,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.88
dcid:geoId/46,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-10-15,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.48
dcid:geoId/48,2020-10-19,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.23
dcid:geoId/49,2020-10-21,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.5
dcid:geoId/51,2020-10-21,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.7
dcid:geoId/50,2020-10-22,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.74
dcid:geoId/53,2020-10-21,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.44
dcid:geoId/55,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.85
dcid:geoId/54,2020-10-22,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.21
dcid:geoId/56,2020-10-21,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:country/USA,2020-10-22,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.45
dcid:geoId/02,2020-11-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.28
dcid:geoId/01,2020-11-09,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.76
dcid:geoId/05,2020-11-06,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.81
dcid:geoId/04,2020-11-10,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.5
dcid:geoId/06,2020-11-12,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.93
dcid:geoId/08,2020-11-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.89
dcid:geoId/09,2020-11-14,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.45
dcid:geoId/11,2020-11-11,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.61
dcid:geoId/10,2020-11-09,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.3
dcid:geoId/12,2020-11-04,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.18
dcid:geoId/13,2020-11-13,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.61
dcid:geoId/15,2020-11-15,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.13
dcid:geoId/19,2020-11-13,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.82
dcid:geoId/16,2020-11-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.55
dcid:geoId/17,2020-11-07,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.1
dcid:geoId/18,2020-11-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.29
dcid:geoId/20,2020-11-15,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.09
dcid:geoId/21,2020-11-10,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.88
dcid:geoId/22,2020-11-14,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.4
dcid:geoId/25,2020-11-11,P9D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.4
dcid:geoId/24,2020-11-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.65
dcid:geoId/23,2020-11-13,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.19
dcid:geoId/26,2020-11-13,P18D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.16
dcid:geoId/27,2020-11-13,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.42
dcid:geoId/29,2020-11-10,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.78
dcid:geoId/28,2020-11-09,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.04
dcid:geoId/30,2020-11-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.06
dcid:geoId/37,2020-11-10,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.1
dcid:geoId/38,2020-11-09,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/31,2020-11-14,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.43
dcid:geoId/33,2020-11-07,P5D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.19
dcid:geoId/34,2020-11-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,8.67
dcid:geoId/35,2020-11-15,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.89
dcid:geoId/32,2020-11-09,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.11
dcid:geoId/36,2020-11-15,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,11.15
dcid:geoId/39,2020-11-10,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.28
dcid:geoId/40,2020-11-13,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.48
dcid:geoId/41,2020-11-13,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.0
dcid:geoId/42,2020-11-09,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.51
dcid:geoId/72,2020-11-14,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.57
dcid:geoId/44,2020-11-13,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.54
dcid:geoId/45,2020-11-11,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.75
dcid:geoId/46,2020-11-10,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,
dcid:geoId/47,2020-11-10,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.48
dcid:geoId/48,2020-11-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,16.75
dcid:geoId/49,2020-11-09,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.04
dcid:geoId/51,2020-11-11,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,0.86
dcid:geoId/50,2020-11-13,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.54
dcid:geoId/53,2020-11-13,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.92
dcid:geoId/55,2020-11-10,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,12.27
dcid:geoId/54,2020-11-15,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.79
dcid:geoId/56,2020-11-10,P15D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,12.52
dcid:country/USA,2020-11-15,P21D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,4.31
dcid:geoId/02,2020-11-28,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.87
dcid:geoId/01,2020-11-24,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.05
dcid:geoId/05,2020-11-25,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.65
dcid:geoId/04,2020-11-25,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.11
dcid:geoId/06,2020-11-20,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.12
dcid:geoId/08,2020-11-27,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.59
dcid:geoId/09,2020-11-28,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.31
dcid:geoId/11,2020-11-23,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.22
dcid:geoId/10,2020-11-27,P17D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.33
dcid:geoId/12,2020-11-20,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,12.08
dcid:geoId/13,2020-11-23,P8D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.58
dcid:geoId/15,2020-11-25,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,2.84
dcid:geoId/19,2020-11-27,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,6.69
dcid:geoId/16,2020-11-27,P10D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,13.22
dcid:geoId/17,2020-11-25,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,9.04
dcid:geoId/18,2020-11-25,P13D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.29
dcid:geoId/20,2020-11-28,P19D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.3
dcid:geoId/21,2020-11-25,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.66
dcid:geoId/22,2020-11-26,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,14.54
dcid:geoId/25,2020-11-28,P12D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.75
dcid:geoId/24,2020-11-26,P14D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,5.0
dcid:geoId/23,2020-11-27,P11D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,3.38
dcid:geoId/26,2020-11-25,P16D,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,7.37
