,DescriptorId,DescriptorName,DateCreated,DateRevised,DateEstablished,Descriptor_dcid
17252,D015428,Myocardial Reperfusion Injury,1988-06-08,2014-11-21,1989-01-01,bio/D015428
17253,D015430,Weight Gain,1988-06-08,2016-06-17,1989-01-01,bio/D015430
17254,D015431,Weight Loss,1988-06-08,2016-06-17,1989-01-01,bio/D015431
17255,D015432,"Glomerulonephritis, Membranoproliferative",1988-06-08,2013-07-08,1989-01-01,bio/D015432
17256,D015433,"Glomerulonephritis, Membranous",1988-06-08,2006-07-05,1989-01-01,bio/D015433
17257,D015434,Panniculitis,1988-06-08,1993-06-02,1989-01-01,bio/D015434
17258,D015435,"Panniculitis, Lupus Erythematosus",1988-06-08,1992-05-22,1991-01-01,bio/D015435
17259,D015436,"Panniculitis, Peritoneal",1988-06-08,2009-07-06,1989-01-01,bio/D015436
17260,D015438,Health Behavior,1988-06-08,2018-10-12,1989-01-01,bio/D015438
17261,D015439,"Leprosy, Borderline",1988-06-08,2019-06-17,1989-01-01,bio/D015439
17262,D015440,"Leprosy, Lepromatous",1988-06-08,2019-06-17,1989-01-01,bio/D015440
17263,D015441,"Leprosy, Tuberculoid",1988-06-08,2019-06-17,1989-01-01,bio/D015441
17264,D015442,Medicare Assignment,1988-06-08,1999-11-03,1991-01-01,bio/D015442
17265,D015443,Word Processing,1988-06-08,2018-06-29,1989-01-01,bio/D015443
17266,D015444,Exercise,1988-06-08,2016-06-30,1989-01-01,bio/D015444
17267,D015448,"Leukemia, B-Cell",1988-06-09,2007-07-09,1989-01-01,bio/D015448
17268,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",1988-06-09,2012-07-03,1989-01-01,bio/D015451
17269,D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1988-06-09,2008-07-08,1989-01-01,bio/D015452
17270,D015456,"Leukemia, Biphenotypic, Acute",1988-06-09,2011-06-24,1989-01-01,bio/D015456
17271,D015458,"Leukemia, T-Cell",1988-06-09,2007-07-09,1989-01-01,bio/D015458
17272,D015459,"Leukemia-Lymphoma, Adult T-Cell",1988-06-09,2008-07-08,1989-01-01,bio/D015459
17273,D015461,"Leukemia, Prolymphocytic, T-Cell",1988-06-09,2018-06-30,1989-01-01,bio/D015461
17274,D015463,"Leukemia, Prolymphocytic",1988-06-09,2007-07-09,1989-01-01,bio/D015463
17275,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1988-06-09,2012-07-03,1989-01-01,bio/D015464
17276,D015465,"Leukemia, Myeloid, Accelerated Phase",1988-06-09,2007-07-09,1989-01-01,bio/D015465
17277,D015466,"Leukemia, Myeloid, Chronic-Phase",1988-06-09,2007-07-09,1989-01-01,bio/D015466
17278,D015467,"Leukemia, Neutrophilic, Chronic",1988-06-09,2007-07-09,1989-01-01,bio/D015467
17279,D015470,"Leukemia, Myeloid, Acute",1988-06-09,2012-07-03,1989-01-01,bio/D015470
17280,D015471,"Leukemia, Basophilic, Acute",1988-06-09,2012-07-03,1989-01-01,bio/D015471
17281,D015472,"Leukemia, Eosinophilic, Acute",1988-06-09,2012-07-03,1989-01-01,bio/D015472
17282,D015473,"Leukemia, Promyelocytic, Acute",1988-06-09,2013-07-08,1989-01-01,bio/D015473
17283,D015474,Isotretinoin,1988-06-09,2013-07-08,1989-01-01,bio/D015474
17284,D015477,"Leukemia, Myelomonocytic, Chronic",1988-06-09,2007-07-09,1989-01-01,bio/D015477
17285,D015478,"Antigens, Heterophile",1999-01-01,2005-06-30,1972-01-01,bio/D015478
17286,D015479,"Leukemia, Myelomonocytic, Acute",1988-06-09,2007-07-09,1989-01-01,bio/D015479
17287,D015480,Deltaretrovirus Antibodies,1988-06-10,2005-06-30,1988-01-01,bio/D015480
17288,D015481,HTLV-I Antibodies,1988-06-10,2005-06-30,1988-01-01,bio/D015481
17289,D015482,HTLV-II Antibodies,1988-06-10,2005-06-30,1989-01-01,bio/D015482
17290,D015483,HIV Antibodies,1988-06-10,2006-07-05,1988-01-01,bio/D015483
17291,D015485,Deltaretrovirus Antigens,1988-06-10,2005-06-30,1988-01-01,bio/D015485
17292,D015486,HTLV-I Antigens,1988-06-10,2013-07-09,1988-01-01,bio/D015486
17293,D015487,HTLV-II Antigens,1988-06-10,2005-06-30,1989-01-01,bio/D015487
17294,D015488,HIV Antigens,1988-06-10,2005-06-30,1988-01-01,bio/D015488
17295,D015490,HTLV-I Infections,1988-06-10,2019-06-17,1989-01-01,bio/D015490
17296,D015491,HTLV-II Infections,1988-06-10,2019-06-17,1989-01-01,bio/D015491
17297,D015492,AIDS Serodiagnosis,1988-06-10,2020-07-21,1989-01-01,bio/D015492
17298,D015493,"Paraparesis, Tropical Spastic",1988-06-10,2019-06-17,1989-01-01,bio/D015493
17299,D015494,Salivary Gland Calculi,1988-06-10,2006-07-05,1989-01-01,bio/D015494
17300,D015496,CD4-Positive T-Lymphocytes,1988-07-01,2017-07-17,1989-01-01,bio/D015496
17301,D015497,HIV-1,1988-07-01,2020-08-13,1989-01-01,bio/D015497
17302,D015498,HIV-2,1988-07-01,2020-09-02,1989-01-01,bio/D015498
17303,D015499,"Renal Tubular Transport, Inborn Errors",1964-07-01,2019-07-01,1965-01-01,bio/D015499
17304,D015500,Chloramphenicol O-Acetyltransferase,1988-07-13,2019-07-01,1989-01-01,bio/D015500
17305,D015502,"Absorptiometry, Photon",1989-10-04,2013-07-09,1990-01-01,bio/D015502
17306,D015503,Surgical Sponges,1989-04-07,2015-06-05,1990-01-01,bio/D015503
17307,D015505,Chest Tubes,1989-04-13,1997-06-20,1990-01-01,bio/D015505
17308,D015507,"Drugs, Investigational",1989-04-07,2020-05-27,1990-01-01,bio/D015507
17309,D015508,Nasal Obstruction,1989-04-07,2008-07-08,1990-01-01,bio/D015508
17310,D015509,Developmental Biology,1989-09-01,2019-07-05,1990-01-01,bio/D015509
17311,D015510,Clinical Medicine,1989-04-07,2008-07-08,1990-01-01,bio/D015510
17312,D015511,Goat Diseases,1989-04-07,2019-05-24,1990-01-01,bio/D015511
17313,D015513,Oncogene Proteins,1989-06-19,2020-05-27,1990-01-01,bio/D015513
17314,D015514,"Oncogene Proteins, Fusion",1989-05-25,2008-07-08,1990-01-01,bio/D015514
17315,D015518,Rett Syndrome,1989-04-07,2018-06-30,1990-01-01,bio/D015518
17316,D015519,Bone Density,1989-10-04,2008-07-08,1990-01-01,bio/D015519
17317,D015521,Ethmoid Sinusitis,1989-04-07,2019-06-17,1990-01-01,bio/D015521
17318,D015522,Frontal Sinusitis,1989-06-21,2019-06-17,1990-01-01,bio/D015522
17319,D015523,Maxillary Sinusitis,1989-04-07,2019-06-17,1990-01-01,bio/D015523
17320,D015524,Sphenoid Sinusitis,1989-04-07,2019-06-17,1990-01-01,bio/D015524
17321,D015525,"Fatty Acids, Omega-3",1989-06-08,2020-05-27,1990-01-01,bio/D015525
17322,D015526,AIDS Dementia Complex,1989-07-21,2020-05-27,1990-01-01,bio/D015526
17323,D015528,HIV Seroprevalence,1989-05-25,2018-06-29,1990-01-01,bio/D015528
17324,D015529,Choledochal Cyst,1989-04-07,2019-02-22,1990-01-01,bio/D015529
17325,D015530,Nuclear Matrix,1989-04-07,2012-07-03,1990-01-01,bio/D015530
17326,D015531,Radioimmunoprecipitation Assay,1989-04-07,2015-06-23,1990-01-01,bio/D015531
17327,D015532,Rehydration Solutions,1989-04-07,2003-07-09,1990-01-01,bio/D015532
17328,D015533,Transcriptional Activation,1989-06-19,2016-06-17,1990-01-01,bio/D015533
17329,D015534,Trans-Activators,1989-07-06,2007-07-09,1990-01-01,bio/D015534
17330,D015535,"Arthritis, Psoriatic",1989-04-07,2013-07-08,1990-01-01,bio/D015535
17331,D015536,Down-Regulation,1989-05-26,2016-06-17,1990-01-01,bio/D015536
17332,D015538,Nitrosation,1989-06-19,2016-06-30,1990-01-01,bio/D015538
17333,D015539,Platelet Activation,1989-04-07,2016-06-17,1990-01-01,bio/D015539
17334,D015541,Off-Road Motor Vehicles,1989-06-19,2020-05-27,1990-01-01,bio/D015541
17335,D015544,"Inositol 1,4,5-Trisphosphate",1989-07-05,2004-07-07,1990-01-01,bio/D015544
17336,D015549,Basophil Degranulation Test,1989-04-07,2011-06-24,1991-01-01,bio/D015549
17337,D015550,Cell Degranulation,1989-03-29,2016-01-15,1990-01-01,bio/D015550
17338,D015551,Autoimmunity,1989-05-02,2008-07-08,1990-01-01,bio/D015551
17339,D015552,"Injections, Intralesional",1989-04-07,2013-07-08,1990-01-01,bio/D015552
17340,D015570,Josamycin,1989-05-26,2015-06-22,1990-01-01,bio/D015570
17341,D015571,Follicular Fluid,1989-04-07,2018-06-30,1990-01-01,bio/D015571
17342,D015572,Spiramycin,1989-05-25,2016-07-01,1990-01-01,bio/D015572
17343,D015575,Roxithromycin,1989-05-26,2016-07-01,1990-01-01,bio/D015575
17344,D015576,Hyperostosis,1989-04-07,1999-11-03,1990-01-01,bio/D015576
17345,D015577,Geriatric Assessment,1989-06-20,2017-06-30,1990-01-01,bio/D015577
17346,D015580,Mohs Surgery,1990-05-07,2012-07-03,1991-01-01,bio/D015580
17347,D015588,Observer Variation,1989-05-25,2015-07-01,1990-01-01,bio/D015588
17348,D015590,Fluorophotometry,1989-04-07,2004-07-07,1990-01-01,bio/D015590
17349,D015591,Microspectrophotometry,1989-04-07,2002-07-03,1990-01-01,bio/D015591
17350,D015592,Immunoradiometric Assay,1989-04-07,2015-06-22,1990-01-01,bio/D015592
17351,D015593,Retinal Drusen,1989-05-25,1993-06-02,1990-01-01,bio/D015593
17352,D015594,Optic Disk Drusen,1989-05-26,2002-07-03,1991-01-01,bio/D015594
17353,D015595,Skin Aging,1989-05-26,2016-06-23,1990-01-01,bio/D015595
17354,D015596,Nutrition Assessment,1989-07-06,2014-06-06,1990-01-01,bio/D015596
17355,D015597,"Pregnancy Complications, Parasitic",1992-05-22,2019-05-29,1993-01-01,bio/D015597
17356,D015599,Trauma Severity Indices,1989-05-25,2017-07-03,1990-01-01,bio/D015599
17357,D015600,Glasgow Coma Scale,1989-05-25,2018-06-29,1991-01-01,bio/D015600
17358,D015601,Injury Severity Score,1989-05-25,2017-06-30,1991-01-01,bio/D015601
17359,D015603,Keratinocytes,1989-07-03,2018-06-30,1990-01-01,bio/D015603
17360,D015605,Cowpox,1989-04-07,2019-06-17,1991-01-01,bio/D015605
17361,D015607,Stents,1989-04-13,1997-06-20,1990-01-01,bio/D015607
17362,D015608,Cowpox virus,1989-04-07,2020-08-13,1990-01-01,bio/D015608
17363,D015609,Organotechnetium Compounds,1989-05-15,2011-06-24,1990-01-01,bio/D015609
17364,D015610,Serum Bactericidal Test,1989-04-07,2011-06-24,1990-01-01,bio/D015610
17365,D015611,"Hepatitis B Virus, Duck",1989-04-07,2020-08-13,1990-01-01,bio/D015611
17366,D015612,Phonophoresis,1989-04-07,2012-07-03,1990-01-01,bio/D015612
17367,D015613,Hepadnaviridae,1989-04-07,2020-08-13,1990-01-01,bio/D015613
17368,D015614,Histiocytosis,1989-06-20,2009-07-14,1990-01-01,bio/D015614
17369,D015615,"Cystic Adenomatoid Malformation of Lung, Congenital",1989-04-07,2013-07-09,1990-01-01,bio/D015615
17370,D015616,"Histiocytosis, Non-Langerhans-Cell",1989-04-07,2013-07-09,1990-01-01,bio/D015616
17371,D015618,"Histiocytosis, Sinus",1989-04-07,2009-07-06,1990-01-01,bio/D015618
17372,D015619,Respiratory System Abnormalities,1989-04-07,1999-11-03,1998-01-01,bio/D015619
17373,D015620,"Histiocytic Disorders, Malignant",1989-06-20,2018-06-29,1990-01-01,bio/D015620
17374,D015622,Epithelioid Cells,1989-03-29,2018-06-30,1990-01-01,bio/D015622
17375,D015623,"Diet, Macrobiotic",1989-04-07,2015-06-30,1990-01-01,bio/D015623
17376,D015624,Lambert-Eaton Myasthenic Syndrome,1989-04-07,2019-02-22,1990-01-01,bio/D015624
17377,D015625,Tissue Expansion Devices,1989-04-07,2008-02-29,1990-01-01,bio/D015625
17378,D015626,Tissue Expansion,1989-04-07,2009-07-14,1990-01-01,bio/D015626
17379,D015632,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",1989-05-25,2016-05-27,1990-01-01,bio/D015632
17380,D015633,Extravascular Lung Water,1989-04-07,2018-06-30,1990-01-01,bio/D015633
17381,D015635,Radionuclide Ventriculography,1989-06-19,2016-03-17,1990-01-01,bio/D015635
17382,D015636,Magnesium Chloride,1989-05-25,2013-07-08,1990-01-01,bio/D015636
17383,D015637,Gated Blood-Pool Imaging,1989-05-02,2010-06-25,1990-01-01,bio/D015637
17384,D015638,Cytochalasin D,1989-05-15,2016-05-28,1990-01-01,bio/D015638
17385,D015640,Ion Channel Gating,1989-06-19,2016-06-17,1990-01-01,bio/D015640
17386,D015641,"Radiography, Interventional",1989-04-07,2013-07-09,1990-01-01,bio/D015641
17387,D015642,"Radiology, Interventional",1989-04-07,2016-03-21,1990-01-01,bio/D015642
17388,D015643,Erythromycin Ethylsuccinate,1989-05-25,2015-06-22,1990-01-01,bio/D015643
17389,D015644,Miocamycin,1989-10-17,2013-07-08,1990-01-01,bio/D015644
17390,D015645,Tylosin,1989-05-25,2013-07-08,1990-01-01,bio/D015645
17391,D015646,"Ventriculography, First-Pass",1989-06-19,2010-06-25,1990-01-01,bio/D015646
17392,D015647,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",1989-09-01,2018-06-20,1990-01-01,bio/D015647
17393,D015649,Pentostatin,1989-05-25,2019-07-01,1990-01-01,bio/D015649
17394,D015650,"24,25-Dihydroxyvitamin D 3",1989-07-21,2018-05-22,1990-01-01,bio/D015650
17395,D015651,Mycotoxicosis,1989-05-15,2010-06-25,1990-01-01,bio/D015651
17396,D015652,25-Hydroxyvitamin D 2,1989-09-06,2016-05-27,1990-01-01,bio/D015652
17397,D015653,Cystectomy,1989-06-19,1997-06-20,1990-01-01,bio/D015653
17398,D015654,"Herpesvirus 6, Human",1989-05-25,2020-09-02,1990-01-01,bio/D015654
17399,D015655,1-Methyl-4-phenylpyridinium,1989-05-16,2016-05-27,1990-01-01,bio/D015655
17400,D015656,Respiratory Mechanics,1989-05-16,2016-06-17,1990-01-01,bio/D015656
17401,D015657,Respiratory Transport,1989-05-16,2016-07-01,1990-01-01,bio/D015657
17402,D015658,HIV Infections,1989-05-25,2020-07-23,1990-01-01,bio/D015658
17403,D015660,7-Alkoxycoumarin O-Dealkylase,1989-05-25,2016-05-27,1990-01-01,bio/D015660
17404,D015661,Pasteurellaceae,1989-07-03,2020-08-13,1990-01-01,bio/D015661
17405,D015662,"Trimethoprim, Sulfamethoxazole Drug Combination",1989-09-01,2017-12-08,1990-01-01,bio/D015662
17406,D015663,"Osteoporosis, Postmenopausal",1989-05-25,2015-11-24,1990-01-01,bio/D015663
17407,D015667,Acupuncture Analgesia,1989-04-07,2001-07-25,1990-01-01,bio/D015667
17408,D015669,Acupuncture Points,1989-04-07,2011-06-24,1990-01-01,bio/D015669
17409,D015670,Acupuncture Therapy,1989-04-07,2017-04-28,1990-01-01,bio/D015670
17410,D015671,Electroacupuncture,1989-04-07,2016-05-31,1990-01-01,bio/D015671
17411,D015672,Erythroid Precursor Cells,1989-05-15,2016-06-10,1990-01-01,bio/D015672
17412,D015673,"Fatigue Syndrome, Chronic",1989-05-25,2019-06-17,1990-01-01,bio/D015673
17413,D015674,"Mammary Neoplasms, Animal",1989-05-15,2003-07-30,1990-01-01,bio/D015674
17414,D015675,Osteocalcin,1989-09-06,2004-07-07,1990-01-01,bio/D015675
17415,D015676,Osteonectin,1989-05-15,2000-06-22,1990-01-01,bio/D015676
17416,D015678,Viral Structural Proteins,1989-05-25,2020-06-22,1990-01-01,bio/D015678
17417,D015681,"Fusion Proteins, gag-onc",1989-05-25,2005-06-30,1990-01-01,bio/D015681
17418,D015682,"Retroviridae Proteins, Oncogenic",1989-05-25,2005-06-30,1990-01-01,bio/D015682
17419,D015683,"Gene Products, gag",1989-07-06,2005-06-30,1990-01-01,bio/D015683
17420,D015684,"Gene Products, pol",1989-10-12,2020-06-22,1990-01-01,bio/D015684
17421,D015685,"Fusion Proteins, gag-pol",1989-07-07,2020-06-22,1991-01-01,bio/D015685
17422,D015686,"Gene Products, env",1989-05-25,2007-07-09,1990-01-01,bio/D015686
17423,D015687,Cell Hypoxia,1989-05-15,2020-06-22,1990-01-01,bio/D015687
17424,D015688,Oncogene Protein pp60(v-src),1989-05-25,2009-07-06,1990-01-01,bio/D015688
17425,D015689,Oncogene Protein p21(ras),1989-07-19,2015-11-24,1990-01-01,bio/D015689
17426,D015693,"Gene Products, nef",1989-10-20,2007-07-09,1991-01-01,bio/D015693
17427,D015694,"Gene Products, rev",1989-07-06,2020-06-22,1991-01-01,bio/D015694
17428,D015696,"Gene Products, tat",1989-07-07,2020-06-22,1991-01-01,bio/D015696
17429,D015698,Genomic Library,1989-06-06,2008-07-08,1990-01-01,bio/D015698
17430,D015699,HIV Envelope Protein gp120,1989-06-19,2007-07-09,1990-01-01,bio/D015699
17431,D015700,HIV Envelope Protein gp41,1989-06-19,2007-07-09,1990-01-01,bio/D015700
17432,D015701,Near Drowning,1989-05-25,2010-06-25,1990-01-01,bio/D015701
17433,D015703,"Antigens, CD",1989-05-15,2020-05-27,1990-01-01,bio/D015703
17434,D015704,CD4 Antigens,1989-06-19,2017-05-24,1990-01-01,bio/D015704
17435,D015706,Bibliometrics,1989-06-19,1994-05-27,1990-01-01,bio/D015706
17436,D015707,HN Protein,1989-05-25,2005-06-30,1990-01-01,bio/D015707
17437,D015709,Correspondence as Topic,1989-06-22,2017-06-30,1990-01-01,bio/D015709
17438,D015713,Duplicate Publications as Topic,1989-05-26,2019-07-05,1990-01-01,bio/D015713
17439,D015714,Plagiarism,1989-05-26,2019-07-10,1990-01-01,bio/D015714
17440,D015715,Corneal Edema,1989-05-25,2009-07-06,1990-01-01,bio/D015715
17441,D015716,"Electrocardiography, Ambulatory",1989-07-05,2020-02-06,1990-01-01,bio/D015716
17442,D015717,Peptide T,1989-05-25,1990-06-29,1990-01-01,bio/D015717
17443,D015718,Fibrin Tissue Adhesive,1989-05-15,2016-10-14,1990-01-01,bio/D015718
17444,D015719,Single-Strand Specific DNA and RNA Endonucleases,1989-07-14,2010-06-25,1990-01-01,bio/D015719
17445,D015720,5'-Nucleotidase,1989-05-16,2017-05-24,1990-01-01,bio/D015720
17446,D015721,Diphtheria-Tetanus-Pertussis Vaccine,1989-07-14,2015-06-22,1990-01-01,bio/D015721
17447,D015723,Gene Library,1989-05-15,2019-07-08,1990-01-01,bio/D015723
17448,D015725,Fluconazole,1989-05-15,2017-01-17,1990-01-01,bio/D015725
17449,D015726,Giant Cells,1989-04-07,2011-06-24,1990-01-01,bio/D015726
17450,D015728,"Receptors, HIV",1989-06-19,2016-06-17,1990-01-01,bio/D015728
17451,D015730,Djibouti,1989-10-13,2008-07-08,1990-01-01,bio/D015730
17452,D015735,Mifepristone,1989-09-06,2017-05-24,1990-01-01,bio/D015735
17453,D015736,Felodipine,1989-09-06,2017-05-24,1990-01-01,bio/D015736
17454,D015737,Nisoldipine,1989-05-25,2016-05-31,1990-01-01,bio/D015737
17455,D015738,Famotidine,1989-05-15,2016-05-31,1990-01-01,bio/D015738
17456,D015739,Nocodazole,1989-05-25,2016-05-31,1990-01-01,bio/D015739
17457,D015740,Calcitonin Gene-Related Peptide,1989-05-15,2018-02-28,1990-01-01,bio/D015740
17458,D015741,Metribolone,1989-05-25,2016-05-31,1990-01-01,bio/D015741
17459,D015742,Propofol,1989-06-08,2017-05-24,1990-01-01,bio/D015742
17460,D015743,"Giant Cells, Foreign-Body",1989-04-07,2018-06-30,1991-01-01,bio/D015743
17461,D015744,"Giant Cells, Langhans",1989-04-07,2018-06-30,1991-01-01,bio/D015744
17462,D015745,"Granuloma, Foreign-Body",1989-06-19,2010-06-25,1991-01-01,bio/D015745
17463,D015746,Abdominal Pain,1989-05-25,2017-06-20,1990-01-01,bio/D015746
17464,D015748,Borrelia burgdorferi Group,1989-05-25,2020-08-13,1990-01-01,bio/D015748
17465,D015750,"Genes, gag",1989-05-25,2013-07-08,1990-01-01,bio/D015750
17466,D015751,"Genes, pol",1989-09-01,2013-07-08,1990-01-01,bio/D015751
17467,D015752,"Genes, env",1989-05-25,2013-07-08,1990-01-01,bio/D015752
17468,D015754,"Genes, nef",1989-05-25,2013-07-08,1991-01-01,bio/D015754
17469,D015756,"Genes, tat",1989-05-25,2013-07-08,1991-01-01,bio/D015756
17470,D015757,"Genes, rev",1989-05-25,2013-07-08,1991-01-01,bio/D015757
17471,D015759,Ionomycin,1989-05-15,2011-06-24,1990-01-01,bio/D015759
17472,D015760,Alfentanil,1989-05-15,2016-07-01,1990-01-01,bio/D015760
17473,D015761,4-Aminopyridine,1989-05-25,2017-05-24,1990-01-01,bio/D015761
17474,D015762,2-Chloroadenosine,1989-05-16,2016-05-27,1990-01-01,bio/D015762
17475,D015763,2-Amino-5-phosphonovalerate,1989-05-25,2007-07-09,1990-01-01,bio/D015763
17476,D015764,Bepridil,1989-05-25,2017-05-24,1990-01-01,bio/D015764
17477,D015765,Almitrine,1989-05-15,2017-05-24,1990-01-01,bio/D015765
17478,D015766,Albendazole,1989-05-15,2017-01-17,1990-01-01,bio/D015766
17479,D015767,Mefloquine,1989-05-25,2017-05-24,1990-01-01,bio/D015767
17480,D015769,"Granuloma, Respiratory Tract",1989-04-07,2006-07-05,1998-01-01,bio/D015769
17481,D015772,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",1989-05-25,2018-06-30,1990-01-01,bio/D015772
17482,D015773,Enalaprilat,1989-07-19,2018-05-21,1990-01-01,bio/D015773
17483,D015774,Ganciclovir,1989-09-01,2016-05-31,1990-01-01,bio/D015774
17484,D015775,"Fractures, Stress",1989-05-15,2019-07-05,1990-01-01,bio/D015775
17485,D015776,"Keratoderma, Palmoplantar, Diffuse",1989-10-19,2015-06-18,1990-01-01,bio/D015776
17486,D015777,Eicosanoids,1989-05-15,2020-05-27,1990-01-01,bio/D015777
17487,D015778,Minor Histocompatibility Antigens,1989-05-15,2020-05-27,1990-01-01,bio/D015778
17488,D015780,Carbapenems,1989-05-25,2020-05-27,1990-01-01,bio/D015780
17489,D015783,Aniridia,1989-05-25,2013-07-08,1990-01-01,bio/D015783
17490,D015784,Betaxolol,1989-05-26,2016-07-01,1990-01-01,bio/D015784
17491,D015785,"Eye Diseases, Hereditary",1989-09-06,2019-06-17,1990-01-01,bio/D015785
17492,D015786,Cytochromes b5,1989-07-14,2004-07-19,1990-01-01,bio/D015786
17493,D015787,Erythema Chronicum Migrans,1989-05-15,2019-06-13,1990-01-01,bio/D015787
17494,D015788,HLA-A1 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015788
17495,D015789,HLA-A2 Antigen,1989-09-06,2016-07-01,1990-01-01,bio/D015789
17496,D015790,Cefonicid,1989-05-25,2016-05-28,1990-01-01,bio/D015790
17497,D015791,HLA-A3 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015791
17498,D015792,Retinal Dysplasia,1989-05-25,2001-07-25,1990-01-01,bio/D015792
17499,D015793,HLA-B7 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015793
17500,D015794,Choroideremia,1989-05-25,2013-07-08,1990-01-01,bio/D015794
17501,D015795,HLA-B8 Antigen,1989-05-25,2016-07-01,1990-01-01,bio/D015795
17502,D015796,HLA-B27 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015796
17503,D015797,HLA-B35 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015797
17504,D015798,HLA-DR1 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015798
17505,D015799,Gyrate Atrophy,1989-05-26,2013-07-08,1990-01-01,bio/D015799
17506,D015800,Protozoan Proteins,1989-05-26,2005-06-30,1990-01-01,bio/D015800
17507,D015801,Helminth Proteins,1989-09-06,2020-05-27,1990-01-01,bio/D015801
17508,D015802,HLA-DR2 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015802
17509,D015803,HLA-DR3 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015803
17510,D015804,HLA-DR4 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015804
17511,D015805,HLA-DR5 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015805
17512,D015806,Azospirillum brasilense,1989-05-15,2020-01-28,1990-01-01,bio/D015806
17513,D015807,"Eye Injuries, Penetrating",1989-05-25,2015-06-22,1990-01-01,bio/D015807
17514,D015808,HLA-DR6 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015808
17515,D015809,HLA-DR7 Antigen,1989-05-15,2016-07-01,1990-01-01,bio/D015809
17516,D015810,Linkage Disequilibrium,1989-05-15,2016-06-17,1990-01-01,bio/D015810
17517,D015811,Iris Neoplasms,1989-05-25,2000-06-22,1990-01-01,bio/D015811
17518,D015812,"Glaucoma, Angle-Closure",1989-05-25,1990-05-29,1990-01-01,bio/D015812
17519,D015813,Substance Abuse Detection,1989-05-16,2008-07-08,1990-01-01,bio/D015813
17520,D015814,Ocular Hypotension,1989-05-25,1993-08-09,1990-01-01,bio/D015814
17521,D015815,Cell Adhesion Molecules,1989-05-26,2020-05-27,1990-01-01,bio/D015815
17522,D015816,"Cell Adhesion Molecules, Neuronal",1989-05-26,2005-06-30,1990-01-01,bio/D015816
17523,D015817,Eye Infections,1989-05-26,2019-06-17,1990-01-01,bio/D015817
17524,D015818,"Eye Infections, Bacterial",1989-09-06,2019-06-17,1990-01-01,bio/D015818
17525,D015819,"Substance Abuse, Intravenous",1989-06-20,2019-05-24,1990-01-01,bio/D015819
17526,D015820,Cadherins,1989-05-25,2020-05-27,1990-01-01,bio/D015820
17527,D015821,"Eye Infections, Fungal",1989-09-06,2019-06-18,1990-01-01,bio/D015821
17528,D015822,"Eye Infections, Parasitic",1989-09-06,2019-05-29,1990-01-01,bio/D015822
17529,D015823,Acanthamoeba Keratitis,1989-05-25,2019-06-17,1990-01-01,bio/D015823
17530,D015824,Blood-Air Barrier,1989-09-06,2018-06-30,1990-01-01,bio/D015824
17531,D015825,"Chromosomes, Fungal",1989-05-15,2009-07-06,1990-01-01,bio/D015825
17532,D015826,Langer-Giedion Syndrome,1989-05-15,2013-07-08,1990-01-01,bio/D015826
17533,D015827,"Onchocerciasis, Ocular",1989-05-26,2019-06-10,1990-01-01,bio/D015827
17534,D015828,"Eye Infections, Viral",1989-09-06,2019-06-17,1990-01-01,bio/D015828
17535,D015829,"Uveitis, Suppurative",1989-05-25,2019-06-17,1990-01-01,bio/D015829
17536,D015831,Osteochondroma,1989-05-15,2019-07-02,1990-01-01,bio/D015831
17537,D015834,Cochlear Diseases,1989-05-15,2007-07-09,1990-01-01,bio/D015834
17538,D015835,Ocular Motility Disorders,1989-05-25,1999-12-08,1990-01-01,bio/D015835
17539,D015837,Vestibular Diseases,1989-05-16,2007-07-09,1990-01-01,bio/D015837
17540,D015838,"Chondromatosis, Synovial",1989-05-15,1993-05-24,1990-01-01,bio/D015838
17541,D015840,Oculomotor Nerve Diseases,1989-05-26,2015-07-01,1990-01-01,bio/D015840
17542,D015841,Enophthalmos,1989-05-25,1993-05-27,1990-01-01,bio/D015841
17543,D015842,Serine Proteinase Inhibitors,1989-05-25,2020-05-27,1990-01-01,bio/D015842
17544,D015843,Serpins,1989-05-26,2020-05-27,1990-01-01,bio/D015843
17545,D015844,Heparin Cofactor II,1989-05-25,2015-06-22,1990-01-01,bio/D015844
17546,D015845,Tonic Pupil,1989-05-25,2012-07-03,1990-01-01,bio/D015845
17547,D015846,Monokines,1989-05-25,2006-07-05,1990-01-01,bio/D015846
